,PLAYER,NATIONALITY,TYPE,PRICE,SOLD/UNSOLD,TEAM,YEAR,bat inns,bat ave,dot%,bat sr,bowl inns,econ,wickets
2589,Kishore Pramod Kamath,Indian,All-Rounder,14.0,1,Mumbai Indians,2016,,,,,,,
2590,Deepak Punia,Indian,All-Rounder,1.0,1,Mumbai Indians,2016,,,,,,,
2591,Jitesh Sharma,Indian,Wicket Keeper,1.0,1,Mumbai Indians,2016,,,,,,,
2592,Mitchell Marsh,Overseas,All-Rounder,48.0,1,Rising Pune Supergiant,2016,1.0,1.0,50.0,50.0,1.0,8.0,0.0
2593,M. Ashwin,Indian,Bowler,45.0,1,Rising Pune Supergiant,2016,,,,,,,
2594,Ishant Sharma,Indian,Bowler,38.0,1,Rising Pune Supergiant,2016,,,,,,,
2595,Kevin Pietersen,Overseas,Batsman,35.0,1,Rising Pune Supergiant,2016,18.0,38.7,35.1,133.4,2.0,10.0,0.0
2596,Irfan Pathan,Indian,All-Rounder,10.0,1,Rising Pune Supergiant,2016,,,,,,,
2597,Thisara Perera,Overseas,All-Rounder,10.0,1,Rising Pune Supergiant,2016,12.0,15.2,45.1,117.6,14.0,7.09,19.0
2598,Rajat Bhatia,Indian,All-Rounder,6.0,1,Rising Pune Supergiant,2016,1.0,0.0,100.0,0.0,2.0,9.2,0.0
2599,Ashok Dinda,Indian,Bowler,5.0,1,Rising Pune Supergiant,2016,,,,,,,
2600,Scott Boland,Overseas,Bowler,5.0,1,Rising Pune Supergiant,2016,2.0,13.0,20.0,130.0,9.0,7.62,9.0
2601,Peter Handscomb,Overseas,Wicket Keeper,3.0,1,Rising Pune Supergiant,2016,16.0,23.8,33.0,114.4,,,
2602,Rudra Pratap Singh,Indian,Bowler,3.0,1,Rising Pune Supergiant,2016,,,,,,,
2603,Adam Zampa,Overseas,Bowler,3.0,1,Rising Pune Supergiant,2016,3.0,1.7,55.6,55.6,8.0,7.17,8.0
2604,Ishwar Chandra Pandey,Indian,Bowler,2.0,1,Rising Pune Supergiant,2016,,,,,,,
2605,Deepak Chahar,Indian,All-Rounder,1.0,1,Rising Pune Supergiant,2016,,,,,,,
2606,Jaskaran Singh,Indian,Bowler,1.0,1,Rising Pune Supergiant,2016,,,,,,,
2607,Baba Aparajith,Indian,All-Rounder,1.0,1,Rising Pune Supergiant,2016,,,,,,,
2608,Ankush Bains,Indian,Wicket Keeper,1.0,1,Rising Pune Supergiant,2016,,,,,,,
2609,Ankit Sharma,Indian,All-Rounder,1.0,1,Rising Pune Supergiant,2016,2.0,7.0,33.3,116.7,4.0,8.14,3.0
2610,Shane Watson,Overseas,All-Rounder,95.0,1,Royal Challengers Bangalore,2016,12.0,34.3,42.7,131.8,13.0,9.0,10.0
2611,Stuart Binny,Overseas,All-Rounder,20.0,1,Royal Challengers Bangalore,2016,8.0,18.5,31.8,112.1,10.0,7.37,4.0
2612,Kane Richardson,Overseas,Bowler,20.0,1,Royal Challengers Bangalore,2016,4.0,15.0,28.0,120.0,10.0,9.03,7.0
2613,Samuel Badree,Overseas,Bowler,5.0,1,Royal Challengers Bangalore,2016,4.0,,38.7,132.3,17.0,6.87,14.0
2614,Travis Head,Overseas,Batsman,5.0,1,Royal Challengers Bangalore,2016,10.0,40.9,35.5,155.0,4.0,7.43,1.0
2615,Praveen Dubey,Indian,All-Rounder,3.5,1,Royal Challengers Bangalore,2016,,,,,,,
2616,Vikramjeet Malik,Indian,Bowler,2.0,1,Royal Challengers Bangalore,2016,,,,,,,
2617,Akshay Karnewar,Indian,All-Rounder,1.0,1,Royal Challengers Bangalore,2016,,,,,,,
2618,Iqbal Abdullah,Indian,All-Rounder,1.0,1,Royal Challengers Bangalore,2016,,,,,,,
2619,Sachin Baby,Indian,Batsman,1.0,1,Royal Challengers Bangalore,2016,,,,,,,
2620,Vikas Tokas,Indian,Bowler,1.0,1,Royal Challengers Bangalore,2016,,,,,,,
2621,Yuvraj Singh,Indian,All-Rounder,70.0,1,Sunrisers Hyderabad,2016,13.0,19.1,43.8,118.1,6.0,8.0,1.0
2622,Ashish Nehra,Indian,Bowler,55.0,1,Sunrisers Hyderabad,2016,4.0,1.0,85.7,14.3,16.0,7.24,22.0
2623,Deepak Hooda,Indian,All-Rounder,42.0,1,Sunrisers Hyderabad,2016,9.0,16.8,32.6,158.9,7.0,8.51,1.0
2624,Mustafizur Rahman,Overseas,Bowler,14.0,1,Sunrisers Hyderabad,2016,1.0,,50.0,50.0,10.0,5.71,14.0
2625,Aditya Tare,Indian,Wicket Keeper,12.0,1,Sunrisers Hyderabad,2016,2.0,7.0,41.2,82.4,,,
2626,Barinder Singh Sran,Indian,Bowler,12.0,1,Sunrisers Hyderabad,2016,,,,,,,
2627,Ben Cutting,Overseas,All-Rounder,5.0,1,Sunrisers Hyderabad,2016,10.0,18.6,40.7,141.5,10.0,7.93,3.0
2628,Vijay Shankar,Indian,All-Rounder,3.5,1,Sunrisers Hyderabad,2016,,,,,,,
2629,Abhimanyu Mithun,Indian,Bowler,3.0,1,Sunrisers Hyderabad,2016,,,,,,,
2630,Tirumalasetti Suman,Indian,Batsman,1.0,1,Sunrisers Hyderabad,2016,,,,,,,
2631,Michael Hussey,Overseas,Batsman,20.0,0,NONE,2016,9.0,32.7,31.3,127.9,,,
2632,Brad Haddin,Overseas,Wicket Keeper,15.0,0,NONE,2016,5.0,35.2,37.5,146.9,,,
2633,Tillakaratne Dilshan,Overseas,All-Rounder,15.0,0,NONE,2016,19.0,24.7,43.9,123.6,14.0,7.92,7.0
2634,Cameron White,Overseas,Batsman,15.0,0,NONE,2016,9.0,19.2,41.9,96.6,,,
2635,James Pattinson,Overseas,Bowler,15.0,0,NONE,2016,2.0,2.0,55.6,44.4,4.0,7.27,4.0
2636,Mahela Jayawardena,Overseas,Batsman,15.0,0,NONE,2016,,,,,,,
2637,David Hussey,Overseas,Batsman,10.0,0,NONE,2016,4.0,29.0,28.2,148.7,,,
2638,Usman Khawaja,Overseas,Batsman,10.0,0,NONE,2016,1.0,,32.9,155.7,,,
2639,Owais Shah,Overseas,Batsman,10.0,0,NONE,2016,17.0,25.8,35.0,121.5,,,
2640,Chris Jordan,Overseas,All-Rounder,10.0,0,NONE,2016,3.0,26.0,25.9,134.5,3.0,11.18,1.0
2641,Nathan Lyon,Overseas,Bowler,10.0,0,NONE,2016,3.0,8.0,44.4,88.9,6.0,6.92,14.0
2642,Mthokozisi Shezi,Overseas,Bowler,10.0,0,NONE,2016,,,,,,,
2643,Shaun Tait,Overseas,Bowler,10.0,0,NONE,2016,6.0,1.8,57.9,57.9,20.0,8.35,32.0
2644,Adam Voges,Overseas,Batsman,10.0,0,NONE,2016,9.0,62.2,21.4,123.9,,,
2645,Ravi Bopara,Overseas,All-Rounder,10.0,0,NONE,2016,28.0,25.8,32.7,121.0,27.0,6.57,34.0
2646,Hashim Amla,Overseas,Batsman,10.0,0,NONE,2016,3.0,29.3,40.8,123.9,,,
2647,Rilee Rossouw,Overseas,Batsman,10.0,0,NONE,2016,2.0,7.0,50.0,140.0,,,
2648,Joe Burns,Overseas,Batsman,10.0,0,NONE,2016,7.0,10.6,41.6,96.1,,,
2649,George Bailey,Overseas,Batsman,10.0,0,NONE,2016,25.0,27.8,29.1,133.7,,,
2650,Manoj Tiwary,Indian,All-Rounder,10.0,0,NONE,2016,2.0,28.5,50.0,101.8,,,
2651,Pragyan Ojha,Indian,Bowler,5.0,0,NONE,2016,,,,,,,
2652,Robin Peterson,Overseas,All-Rounder,5.0,0,NONE,2016,6.0,7.0,53.2,74.5,11.0,6.36,14.0
2653,Subramaniam Badrinath,Indian,Batsman,5.0,0,NONE,2016,,,,,,,
2654,Tamim Iqbal,Overseas,Batsman,5.0,0,NONE,2016,9.0,36.5,41.2,119.2,,,
2655,Marlon Samuels,Overseas,Batsman,5.0,0,NONE,2016,14.0,51.9,35.9,125.2,2.0,12.4,0.0
2656,Munaf Patel,Indian,Bowler,5.0,0,NONE,2016,,,,,,,
2657,Shannon Gabriel,Overseas,Bowler,5.0,0,NONE,2016,3.0,,62.5,37.5,10.0,7.54,4.0
2658,James Neesham,Overseas,All-Rounder,5.0,0,NONE,2016,,,,,,,
2659,Jackson Bird,Overseas,Bowler,5.0,0,NONE,2016,3.0,9.0,36.8,94.7,17.0,7.93,12.0
2660,Wayne Parnell,Overseas,All-Rounder,5.0,0,NONE,2016,5.0,16.5,33.9,106.5,8.0,7.39,8.0
2661,Nuwan Kulasekara,Overseas,Bowler,5.0,0,NONE,2016,1.0,,100.0,0.0,8.0,5.74,10.0
2662,Henry Davids,Overseas,All-Rounder,5.0,0,NONE,2016,9.0,15.6,35.8,101.6,,,
2663,Martin Guptill,Overseas,Batsman,5.0,0,NONE,2016,10.0,26.5,39.0,118.8,,,
2664,Johan Botha,Overseas,All-Rounder,5.0,0,NONE,2016,20.0,20.9,34.9,114.3,24.0,7.18,14.0
2665,Richard Levi,Overseas,Batsman,5.0,0,NONE,2016,16.0,34.6,38.2,143.5,,,
2666,Vernon Philander,Overseas,All-Rounder,5.0,0,NONE,2016,,,,,,,
2667,Ajantha Mendis,Overseas,Bowler,5.0,0,NONE,2016,2.0,4.0,72.7,36.4,2.0,9.71,1.0
2668,Jeevan Mendis,Overseas,All-Rounder,5.0,0,NONE,2016,6.0,11.8,36.7,144.9,7.0,7.06,7.0
2669,Dilruwan Perera,Overseas,All-Rounder,5.0,0,NONE,2016,,,,,,,
2670,Ashton Agar,Overseas,All-Rounder,5.0,0,NONE,2016,4.0,31.0,40.6,96.9,5.0,7.94,5.0
2671,Sachithra Senanayaka,Overseas,Bowler,5.0,0,NONE,2016,,,,,,,
2672,Darren Bravo,Overseas,Batsman,5.0,0,NONE,2016,12.0,33.9,40.9,135.6,1.0,13.5,2.0
2673,Fidel Edwards,Overseas,Bowler,5.0,0,NONE,2016,5.0,11.7,34.6,134.6,18.0,8.16,16.0
2674,Darren Sammy,Overseas,All-Rounder,5.0,0,NONE,2016,,,,,,,
2675,Jerome Taylor,Overseas,Bowler,5.0,0,NONE,2016,6.0,5.3,63.0,59.3,10.0,7.72,11.0
2676,Nic Maddinson,Overseas,Batsman,5.0,0,NONE,2016,12.0,19.1,46.6,128.7,,,
2677,Cameron Boyce,Overseas,Bowler,5.0,0,NONE,2016,4.0,21.5,45.2,138.7,7.0,7.88,12.0
2678,Nathan McCullum,Overseas,All-Rounder,5.0,0,NONE,2016,5.0,8.0,33.3,133.3,6.0,7.6,6.0
2679,Cheteshwar Pujara,Indian,Batsman,5.0,0,NONE,2016,,,,,,,
2680,Sean Abbott,Overseas,All-Rounder,5.0,0,NONE,2016,9.0,7.1,44.6,101.8,13.0,9.77,9.0
2681,Hardus Viljoen,Overseas,Bowler,3.0,0,NONE,2016,,,,,,,
2682,Michael Klinger,Overseas,Batsman,3.0,0,NONE,2016,22.0,60.8,30.2,134.4,,,
2683,Rahul Sharma,Indian,Bowler,3.0,0,NONE,2016,,,,,,,
2684,Johnson Charles,Overseas,Wicket Keeper,3.0,0,NONE,2016,10.0,25.8,33.8,153.6,,,
2685,Mushfiqur Rahim,Overseas,Wicket Keeper,3.0,0,NONE,2016,9.0,26.2,35.9,110.6,,,
2686,Shane Dowrich,Overseas,Wicket Keeper,3.0,0,NONE,2016,4.0,21.7,36.2,138.3,,,
2687,Parvinder Awana,Indian,Bowler,3.0,0,NONE,2016,,,,,,,
2688,Shehan Jayasuriya,Overseas,All-Rounder,3.0,0,NONE,2016,,,,,,,
2689,Narsingh Deonarine,Overseas,All-Rounder,3.0,0,NONE,2016,4.0,9.0,53.7,87.8,2.0,8.67,1.0
2690,Soumya Sarkar,Overseas,All-Rounder,3.0,0,NONE,2016,12.0,16.1,49.7,111.3,,,
2691,Dasun Shanka,Overseas,All-Rounder,3.0,0,NONE,2016,,,,,,,
2692,Milinda Siriwardana,Overseas,All-Rounder,3.0,0,NONE,2016,,,,,,,
2693,George Worker,Overseas,All-Rounder,3.0,0,NONE,2016,,,,,,,
2694,Taskin Ahmed,Overseas,Bowler,3.0,0,NONE,2016,,,,,,,
2695,Dushmantha Chameera,Overseas,Bowler,3.0,0,NONE,2016,,,,,,,
2696,Aiden Blizzard,Overseas,Batsman,3.0,0,NONE,2016,7.0,33.2,36.8,114.4,,,
2697,Abhinav Mukund,Overseas,Batsman,3.0,0,NONE,2016,,,,,,,
2698,Dean Elgar,Overseas,Batsman,3.0,0,NONE,2016,1.0,20.0,40.9,90.9,1.0,7.33,1.0
2699,Lahiru Thirimanne,Overseas,Batsman,3.0,0,NONE,2016,2.0,9.0,23.1,138.5,,,
2700,Grant Elliott,Overseas,All-Rounder,3.0,0,NONE,2016,9.0,32.1,36.0,121.0,6.0,9.15,1.0
2701,Rayad Emrit,Overseas,All-Rounder,3.0,0,NONE,2016,7.0,56.5,30.0,141.2,17.0,6.3,16.0
2702,Antony Dhas,Indian,All-Rounder,3.0,0,NONE,2016,,,,,,,
2703,Krismar Santokie,Overseas,Bowler,3.0,0,NONE,2016,,,,,,,
2704,Juan Theron,Overseas,All-Rounder,3.0,0,NONE,2016,7.0,4.0,52.2,69.6,10.0,8.08,9.0
2705,Abhishek Nayar,Indian,All-Rounder,3.0,0,NONE,2016,,,,,,,
2706,Isuru Udana,Overseas,All-Rounder,3.0,0,NONE,2016,,,,,,,
2707,Pankaj Singh,Indian,Bowler,3.0,0,NONE,2016,,,,,,,
2708,Sudeep Tyagi,Indian,Bowler,3.0,0,NONE,2016,,,,,,,
2709,Reeza Hendricks,Overseas,Batsman,3.0,0,NONE,2016,,,,,,,
2710,Ben Laughlin,Overseas,Bowler,3.0,0,NONE,2016,3.0,11.3,47.4,178.9,9.0,8.47,14.0
2711,Ben Dunk,Overseas,Wicket Keeper,3.0,0,NONE,2016,8.0,17.8,44.9,120.3,1.0,10.0,0.0
2712,Kevon Cooper,Overseas,All-Rounder,3.0,0,NONE,2016,,,,,,,
2713,Mithun Manhas,Indian,Batsman,3.0,0,NONE,2016,,,,,,,
2714,Dilshan Munaweera,Overseas,All-Rounder,3.0,0,NONE,2016,17.0,21.2,50.3,116.1,8.0,7.64,2.0
2715,Morne van Wyk,Overseas,Wicket Keeper,3.0,0,NONE,2016,,,,,,,
2716,Michael Beer,Overseas,Bowler,3.0,0,NONE,2016,1.0,,0.0,100.0,8.0,5.68,9.0
2717,Doug Bracewell,Overseas,All-Rounder,3.0,0,NONE,2016,,,,,,,
2718,Anton Devcich,Overseas,All-Rounder,3.0,0,NONE,2016,,,,,,,
2719,Seekkuge Prasanna,Overseas,All-Rounder,3.0,0,NONE,2016,9.0,15.1,37.7,153.6,9.0,5.94,5.0
2720,Tino Best,Overseas,Bowler,3.0,0,NONE,2016,,,,,,,
2721,Veerasammy Permaul,Overseas,Bowler,3.0,0,NONE,2016,5.0,10.7,61.5,82.1,10.0,5.75,8.0
2722,Tim Ludeman,Overseas,Wicket Keeper,3.0,0,NONE,2016,10.0,15.1,49.6,120.8,,,
2723,Kevin O'Brien,Overseas,All-Rounder,3.0,0,NONE,2016,7.0,26.7,39.1,139.1,6.0,7.53,5.0
2724,Beuran Hendricks,Overseas,Bowler,3.0,0,NONE,2016,1.0,,50.0,50.0,4.0,8.38,5.0
2725,Devendra Bishoo,Overseas,Bowler,3.0,0,NONE,2016,2.0,,33.3,77.8,7.0,5.11,12.0
2726,Christopher Barnwell,Overseas,All-Rounder,3.0,0,NONE,2016,6.0,13.5,45.2,111.0,2.0,15.33,0.0
2727,Sulieman Benn,Overseas,Bowler,3.0,0,NONE,2016,2.0,,40.0,100.0,11.0,6.97,11.0
2728,Alex Ross,Overseas,Batsman,2.0,0,NONE,2016,10.0,23.2,33.9,157.6,,,
2729,Udit Birla,Indian,Batsman,2.0,0,NONE,2016,,,,,,,
2730,Srikkanth Anirudha,Indian,Batsman,2.0,0,NONE,2016,,,,,,,
2731,C.M. Gautam,Indian,Wicket Keeper,2.0,0,NONE,2016,1.0,4.0,40.0,80.0,,,
2732,Evin Lewis,Overseas,Batsman,2.0,0,NONE,2016,16.0,24.5,51.7,122.3,,,
2733,Nitin Saini,Indian,Wicket Keeper,2.0,0,NONE,2016,,,,,,,
2734,Dwaine Pretorius,Overseas,All-Rounder,2.0,0,NONE,2016,,,,,,,
2735,Jamaluddin Syed Mohammad,Overseas,All-Rounder,2.0,0,NONE,2016,,,,,,,
